City_Name,City_Code,Date,Cumulative_verified_cases,Cumulated_recovered,Cumulated_deaths,Cumulated_number_of_tests,Cumulated_number_of_diagnostic_tests
יבנה,2660,2020-04-25,40,27,0,1450,1301
יבנה,2660,2020-04-26,40,28,0,1460,1309
יבנה,2660,2020-04-27,40,28,0,1496,1342
יבנה,2660,2020-04-28,40,29,0,1518,1359
יבנה,2660,2020-04-29,40,30,0,1535,1374
יבנה,2660,2020-04-30,40,31,0,1565,1399
יבנה,2660,2020-05-01,40,31,0,1579,1412
יבנה,2660,2020-05-02,40,31,0,1592,1424
יבנה,2660,2020-05-03,40,31,0,1623,1449
יבנה,2660,2020-05-04,40,31,0,1654,1477
יבנה,2660,2020-05-05,40,31,0,1673,1494
יבנה,2660,2020-05-06,40,31,0,1707,1527
יבנה,2660,2020-05-07,40,31,0,1763,1580
יבנה,2660,2020-05-08,40,33,0,1790,1607
יבנה,2660,2020-05-09,40,34,0,1815,1631
יבנה,2660,2020-05-10,40,34,0,1835,1648
יבנה,2660,2020-05-11,40,34,0,1865,1676
יבנה,2660,2020-05-12,40,34,0,1895,1706
יבנה,2660,2020-05-13,40,35,0,1923,1730
יבנה,2660,2020-05-14,40,35,0,1986,1793
יבנה,2660,2020-05-15,40,35,0,2099,1906
יבנה,2660,2020-05-16,40,35,0,2102,1909
יבנה,2660,2020-05-17,40,35,0,2118,1924
יבנה,2660,2020-05-18,40,35,0,2141,1944
יבנה,2660,2020-05-19,41,37,0,2168,1971
יבנה,2660,2020-05-20,41,37,0,2192,1995
יבנה,2660,2020-05-21,41,37,0,2220,2021
יבנה,2660,2020-05-22,41,38,0,2239,2040
יבנה,2660,2020-05-23,41,38,0,2241,2042
יבנה,2660,2020-05-24,41,38,0,2263,2063
יבנה,2660,2020-05-25,41,38,0,2294,2093
יבנה,2660,2020-05-26,41,38,0,2320,2118
יבנה,2660,2020-05-27,41,38,0,2352,2150
יבנה,2660,2020-05-28,41,38,0,2375,2172
יבנה,2660,2020-05-29,41,38,0,2384,2181
יבנה,2660,2020-05-30,41,39,0,2391,2188
יבנה,2660,2020-05-31,41,39,0,2417,2214
יבנה,2660,2020-06-01,41,39,0,2445,2242
יבנה,2660,2020-06-02,42,39,0,2476,2273
יבנה,2660,2020-06-03,42,39,0,2527,2323
יבנה,2660,2020-06-04,42,39,0,2594,2390
יבנה,2660,2020-06-05,43,39,0,2638,2433
יבנה,2660,2020-06-06,46,39,0,2685,2480
יבנה,2660,2020-06-07,46,39,0,2763,2557
יבנה,2660,2020-06-08,48,39,0,2805,2598
יבנה,2660,2020-06-09,49,39,0,2868,2661
יבנה,2660,2020-06-10,49,39,0,2950,2743
יבנה,2660,2020-06-11,51,39,0,3028,2820
יבנה,2660,2020-06-12,51,39,0,3077,2868
יבנה,2660,2020-06-13,51,41,0,3102,2891
יבנה,2660,2020-06-14,51,41,0,3132,2921
יבנה,2660,2020-06-15,52,41,0,3192,2981
יבנה,2660,2020-06-16,54,41,0,3240,3028
יבנה,2660,2020-06-17,55,41,0,3297,3083
יבנה,2660,2020-06-18,55,41,0,3369,3153
יבנה,2660,2020-06-19,56,41,0,3416,3198
יבנה,2660,2020-06-20,57,42,0,3441,3223
יבנה,2660,2020-06-21,59,42,0,3515,3294
יבנה,2660,2020-06-22,65,43,0,3672,3448
יבנה,2660,2020-06-23,70,43,0,3813,3588
יבנה,2660,2020-06-24,71,43,0,4018,3791
יבנה,2660,2020-06-25,72,43,0,4145,3916
יבנה,2660,2020-06-26,73,43,0,4235,4005
יבנה,2660,2020-06-27,73,44,0,4294,4060
יבנה,2660,2020-06-28,74,44,0,4377,4140
יבנה,2660,2020-06-29,78,44,0,4540,4299
יבנה,2660,2020-06-30,82,44,0,4693,4451
יבנה,2660,2020-07-01,91,46,0,4830,4586
יבנה,2660,2020-07-02,96,46,0,5029,4781
יבנה,2660,2020-07-03,102,46,0,5147,4897
יבנה,2660,2020-07-04,106,46,0,5315,5064
יבנה,2660,2020-07-05,111,47,0,5557,5295
יבנה,2660,2020-07-06,116,48,0,5693,5425
יבנה,2660,2020-07-07,122,49,0,5936,5664
יבנה,2660,2020-07-08,127,51,0,6158,5882
יבנה,2660,2020-07-09,136,53,0,6353,6073
יבנה,2660,2020-07-10,150,56,0,6553,6264
יבנה,2660,2020-07-11,156,57,0,6676,6383
יבנה,2660,2020-07-12,168,59,0,6844,6544
יבנה,2660,2020-07-13,178,60,0,7014,6709
יבנה,2660,2020-07-14,188,61,0,7211,6894
יבנה,2660,2020-07-15,199,63,0,7384,7051
יבנה,2660,2020-07-16,208,66,0,7550,7199
יבנה,2660,2020-07-17,216,69,0,7671,7310
יבנה,2660,2020-07-18,223,70,0,7785,7416
יבנה,2660,2020-07-19,225,73,0,7872,7483
יבנה,2660,2020-07-20,231,75,0,8029,7622
יבנה,2660,2020-07-21,239,77,0,8195,7767
יבנה,2660,2020-07-22,243,109,0,8346,7893
יבנה,2660,2020-07-23,249,153,0,8497,8029
יבנה,2660,2020-07-24,255,160,0,8589,8118
יבנה,2660,2020-07-25,258,164,0,8619,8145
יבנה,2660,2020-07-26,262,180,0,8675,8199
יבנה,2660,2020-07-27,267,187,0,8798,8316
יבנה,2660,2020-07-28,285,196,0,8933,8446
יבנה,2660,2020-07-29,291,200,0,9012,8513
יבנה,2660,2020-07-30,297,208,0,9128,8625
יבנה,2660,2020-07-31,305,214,0,9225,8717
יבנה,2660,2020-08-01,306,216,0,9239,8731
יבנה,2660,2020-08-02,316,221,0,9314,8802
יבנה,2660,2020-08-03,324,224,0,9565,9049
יבנה,2660,2020-08-04,331,232,0,9742,9218
יבנה,2660,2020-08-05,337,236,0,9868,9339
יבנה,2660,2020-08-06,339,245,0,9970,9433
יבנה,2660,2020-08-07,344,254,0,10059,9510
יבנה,2660,2020-08-08,344,257,0,10081,9530
יבנה,2660,2020-08-09,346,263,0,10130,9572
יבנה,2660,2020-08-10,350,268,0,10237,9673
יבנה,2660,2020-08-11,354,272,0,10340,9769
יבנה,2660,2020-08-12,360,285,0,10430,9852
יבנה,2660,2020-08-13,366,291,0,10530,9946
יבנה,2660,2020-08-14,371,295,0,10588,10001
יבנה,2660,2020-08-15,374,298,0,10613,10023
יבנה,2660,2020-08-16,382,304,0,10693,10091
יבנה,2660,2020-08-17,387,310,0,10782,10177
יבנה,2660,2020-08-18,394,312,0,10904,10294
יבנה,2660,2020-08-19,407,318,0,11001,10383
יבנה,2660,2020-08-20,417,322,0,11082,10458
יבנה,2660,2020-08-21,426,327,0,11192,10564
יבנה,2660,2020-08-22,429,334,0,11232,10603
יבנה,2660,2020-08-23,434,344,0,11291,10656
יבנה,2660,2020-08-24,438,346,0,11383,10744
יבנה,2660,2020-08-25,442,348,<15,11504,10861
יבנה,2660,2020-08-26,452,358,<15,11595,10946
יבנה,2660,2020-08-27,456,366,<15,11689,11036
יבנה,2660,2020-08-28,465,371,<15,11767,11108
יבנה,2660,2020-08-29,470,380,<15,11792,11133
יבנה,2660,2020-08-30,475,391,<15,11839,11178
יבנה,2660,2020-08-31,479,396,<15,11952,11286
יבנה,2660,2020-09-01,495,402,<15,12065,11392
יבנה,2660,2020-09-02,511,409,<15,12206,11528
יבנה,2660,2020-09-03,528,412,<15,12334,11650
יבנה,2660,2020-09-04,540,415,<15,12461,11775
יבנה,2660,2020-09-05,548,416,<15,12514,11826
יבנה,2660,2020-09-06,565,432,<15,12641,11946
יבנה,2660,2020-09-07,586,438,<15,12813,12112
יבנה,2660,2020-09-08,614,448,<15,13030,12322
יבנה,2660,2020-09-09,638,456,<15,13262,12549
יבנה,2660,2020-09-10,666,464,<15,13531,12809
יבנה,2660,2020-09-11,701,475,<15,13816,13089
יבנה,2660,2020-09-12,725,482,<15,13931,13200
יבנה,2660,2020-09-13,752,496,<15,14083,13348
יבנה,2660,2020-09-14,785,507,<15,14308,13567
יבנה,2660,2020-09-15,832,517,<15,14593,13848
יבנה,2660,2020-09-16,866,548,<15,14965,14212
יבנה,2660,2020-09-17,930,565,<15,15399,14635
יבנה,2660,2020-09-18,990,575,<15,15772,15004
יבנה,2660,2020-09-19,1020,585,<15,16082,15309
יבנה,2660,2020-09-20,1040,604,<15,16281,15500
יבנה,2660,2020-09-21,1060,661,<15,16431,15644
יבנה,2660,2020-09-22,1111,673,<15,16907,16109
יבנה,2660,2020-09-23,1150,714,<15,17301,16494
יבנה,2660,2020-09-24,1198,757,<15,17689,16875
יבנה,2660,2020-09-25,1247,795,<15,18060,17237
יבנה,2660,2020-09-26,1285,823,<15,18337,17507
יבנה,2660,2020-09-27,1302,888,<15,18517,17683
יבנה,2660,2020-09-28,1319,904,<15,18601,17765
יבנה,2660,2020-09-29,1347,955,<15,18772,17922
יבנה,2660,2020-09-30,1388,993,<15,19159,18294
יבנה,2660,2020-10-01,1409,1026,<15,19433,18558
יבנה,2660,2020-10-02,1444,1066,<15,19682,18796
יבנה,2660,2020-10-03,1456,1086,<15,19807,18914
יבנה,2660,2020-10-04,1465,1134,<15,19926,19023
יבנה,2660,2020-10-05,1479,1177,<15,20234,19313
יבנה,2660,2020-10-06,1488,1221,<15,20396,19458
יבנה,2660,2020-10-07,1507,1247,<15,20578,19623
יבנה,2660,2020-10-08,1529,1268,<15,20783,19811
יבנה,2660,2020-10-09,1539,1298,<15,20893,19910
יבנה,2660,2020-10-10,1547,1315,<15,20957,19969
יבנה,2660,2020-10-11,1559,1354,<15,21066,20071
יבנה,2660,2020-10-12,1575,1368,<15,21245,20231
יבנה,2660,2020-10-13,1595,1402,<15,21438,20410
יבנה,2660,2020-10-14,1598,1415,<15,21632,20592
יבנה,2660,2020-10-15,1608,1437,<15,21771,20726
יבנה,2660,2020-10-16,1618,1452,<15,22002,20946
יבנה,2660,2020-10-17,1618,1467,<15,22072,21014
יבנה,2660,2020-10-18,1623,1486,<15,22211,21145
יבנה,2660,2020-10-19,1633,1501,<15,22386,21310
יבנה,2660,2020-10-20,1639,1509,<15,22536,21451
יבנה,2660,2020-10-21,1644,1529,<15,22696,21599
יבנה,2660,2020-10-22,1647,1544,<15,22830,21725
יבנה,2660,2020-10-23,1652,1552,<15,22947,21837
יבנה,2660,2020-10-24,1654,1561,<15,22975,21863
יבנה,2660,2020-10-25,1654,1571,<15,23097,21976
יבנה,2660,2020-10-26,1656,1580,<15,23312,22180
יבנה,2660,2020-10-27,1665,1585,<15,23824,22676
יבנה,2660,2020-10-28,1668,1594,<15,23975,22820
יבנה,2660,2020-10-29,1668,1599,<15,24103,22939
יבנה,2660,2020-10-30,1669,1608,<15,24218,23051
יבנה,2660,2020-10-31,1669,1615,<15,24230,23063
יבנה,2660,2020-11-01,1670,1618,<15,24329,23154
יבנה,2660,2020-11-02,1674,1622,<15,24459,23280
יבנה,2660,2020-11-03,1677,1627,<15,24586,23404
יבנה,2660,2020-11-04,1677,1630,<15,24692,23505
יבנה,2660,2020-11-05,1678,1632,<15,24851,23663
יבנה,2660,2020-11-06,1680,1642,<15,25116,23922
יבנה,2660,2020-11-07,1680,1645,<15,25134,23940
יבנה,2660,2020-11-08,1680,1647,<15,25199,24003
יבנה,2660,2020-11-09,1681,1648,<15,25353,24155
יבנה,2660,2020-11-10,1683,1649,<15,25495,24292
יבנה,2660,2020-11-11,1684,1652,<15,25664,24458
יבנה,2660,2020-11-12,1685,1654,<15,25815,24607
יבנה,2660,2020-11-13,1688,1655,<15,25921,24710
יבנה,2660,2020-11-14,1688,1657,<15,25961,24749
יבנה,2660,2020-11-15,1693,1660,<15,26088,24874
יבנה,2660,2020-11-16,1693,1660,<15,26316,25100
יבנה,2660,2020-11-17,1693,1660,<15,26551,25327
יבנה,2660,2020-11-18,1693,1661,<15,26763,25536
יבנה,2660,2020-11-19,1694,1662,<15,26959,25728
יבנה,2660,2020-11-20,1695,1664,<15,27125,25889
יבנה,2660,2020-11-21,1696,1665,<15,27226,25990
יבנה,2660,2020-11-22,1696,1666,<15,27367,26130
יבנה,2660,2020-11-23,1700,1667,<15,27698,26452
יבנה,2660,2020-11-24,1705,1669,<15,27978,26724
יבנה,2660,2020-11-25,1708,1674,<15,28220,26961
יבנה,2660,2020-11-26,1726,1674,<15,28453,27189
יבנה,2660,2020-11-27,1731,1674,<15,28666,27398
יבנה,2660,2020-11-28,1731,1675,<15,28720,27451
יבנה,2660,2020-11-29,1735,1676,<15,28876,27606
יבנה,2660,2020-11-30,1739,1677,<15,29121,27846
יבנה,2660,2020-12-01,1749,1677,<15,29391,28109
יבנה,2660,2020-12-02,1758,1679,<15,29958,28662
יבנה,2660,2020-12-03,1759,1684,<15,30215,28914
יבנה,2660,2020-12-04,1762,1689,<15,30444,29139
יבנה,2660,2020-12-05,1763,1695,<15,30612,29304
יבנה,2660,2020-12-06,1763,1705,<15,30795,29485
יבנה,2660,2020-12-07,1767,1709,<15,31086,29772
יבנה,2660,2020-12-08,1769,1712,<15,31487,30160
יבנה,2660,2020-12-09,1777,1717,<15,31896,30557
יבנה,2660,2020-12-10,1778,1727,<15,32104,30762
יבנה,2660,2020-12-11,1789,1734,<15,32642,31289
יבנה,2660,2020-12-12,1793,1736,<15,32805,31451
יבנה,2660,2020-12-13,1797,1739,<15,33005,31648
יבנה,2660,2020-12-14,1805,1740,<15,33471,32107
יבנה,2660,2020-12-15,1811,1742,<15,33725,32354
יד בנימין,577,2020-03-11,0,0,0,0,0
יד בנימין,577,2020-03-12,0,0,0,0,0
יד בנימין,577,2020-03-13,0,0,0,0,0
יד בנימין,577,2020-03-14,0,0,0,0,0
יד בנימין,577,2020-03-15,0,0,0,<15,<15
יד בנימין,577,2020-03-16,0,0,0,<15,<15
יד בנימין,577,2020-03-17,0,0,0,<15,<15
יד בנימין,577,2020-03-18,0,0,0,<15,<15
יד בנימין,577,2020-03-19,<15,0,0,<15,<15
יד בנימין,577,2020-03-20,<15,0,0,<15,<15
יד בנימין,577,2020-03-21,<15,0,0,<15,<15
יד בנימין,577,2020-03-22,<15,0,0,<15,<15
יד בנימין,577,2020-03-23,<15,0,0,<15,<15
יד בנימין,577,2020-03-24,<15,0,0,<15,<15
יד בנימין,577,2020-03-25,<15,0,0,16,15
יד בנימין,577,2020-03-26,<15,0,0,17,16
יד בנימין,577,2020-03-27,<15,0,0,19,18
יד בנימין,577,2020-03-28,<15,0,0,25,24
יד בנימין,577,2020-03-29,<15,0,0,26,24
יד בנימין,577,2020-03-30,<15,0,0,35,33
יד בנימין,577,2020-03-31,<15,0,0,42,40
יד בנימין,577,2020-04-01,<15,0,0,49,47
יד בנימין,577,2020-04-02,<15,0,0,52,50
יד בנימין,577,2020-04-03,<15,0,0,54,52
יד בנימין,577,2020-04-04,<15,0,0,55,53
יד בנימין,577,2020-04-05,<15,0,0,64,62
יד בנימין,577,2020-04-06,<15,0,0,66,64
יד בנימין,577,2020-04-07,<15,0,0,68,65
יד בנימין,577,2020-04-08,<15,0,0,69,66
יד בנימין,577,2020-04-09,<15,0,0,70,67
יד בנימין,577,2020-04-10,<15,0,0,72,69
יד בנימין,577,2020-04-11,<15,0,0,73,70
יד בנימין,577,2020-04-12,<15,0,0,77,73
יד בנימין,577,2020-04-13,<15,0,0,77,73
יד בנימין,577,2020-04-14,<15,0,0,79,75
יד בנימין,577,2020-04-15,<15,<15,0,82,77
יד בנימין,577,2020-04-16,<15,<15,0,88,83
יד בנימין,577,2020-04-17,<15,<15,0,92,86
יד בנימין,577,2020-04-18,<15,<15,0,92,86
יד בנימין,577,2020-04-19,<15,<15,0,93,87
יד בנימין,577,2020-04-20,<15,<15,0,94,87
יד בנימין,577,2020-04-21,<15,<15,0,101,94
יד בנימין,577,2020-04-22,<15,<15,0,103,96
יד בנימין,577,2020-04-23,<15,<15,0,106,99
יד בנימין,577,2020-04-24,<15,<15,0,113,103
יד בנימין,577,2020-04-25,<15,<15,0,114,104
יד בנימין,577,2020-04-26,<15,<15,0,116,106
יד בנימין,577,2020-04-27,<15,<15,0,120,108
יד בנימין,577,2020-04-28,<15,<15,0,121,109
יד בנימין,577,2020-04-29,<15,<15,0,122,110
יד בנימין,577,2020-04-30,<15,<15,0,126,114
יד בנימין,577,2020-05-01,<15,<15,0,126,114
יד בנימין,577,2020-05-02,<15,<15,0,126,114
יד בנימין,577,2020-05-03,<15,<15,0,127,115
יד בנימין,577,2020-05-04,<15,<15,0,130,118
יד בנימין,577,2020-05-05,<15,<15,0,132,120
יד בנימין,577,2020-05-06,<15,<15,0,132,120
יד בנימין,577,2020-05-07,<15,<15,0,133,121
יד בנימין,577,2020-05-08,<15,<15,0,133,121
יד בנימין,577,2020-05-09,<15,<15,0,133,121
יד בנימין,577,2020-05-10,<15,<15,0,133,121
יד בנימין,577,2020-05-11,<15,<15,0,133,121
יד בנימין,577,2020-05-12,<15,<15,0,135,123
יד בנימין,577,2020-05-13,<15,<15,0,136,124
יד בנימין,577,2020-05-14,<15,<15,0,137,125
יד בנימין,577,2020-05-15,<15,<15,0,138,126
יד בנימין,577,2020-05-16,<15,<15,0,138,126
יד בנימין,577,2020-05-17,<15,<15,0,139,127
יד בנימין,577,2020-05-18,<15,<15,0,142,130
יד בנימין,577,2020-05-19,<15,<15,0,147,135
יד בנימין,577,2020-05-20,<15,<15,0,148,136
יד בנימין,577,2020-05-21,<15,<15,0,149,137
יד בנימין,577,2020-05-22,<15,<15,0,151,139
יד בנימין,577,2020-05-23,<15,<15,0,151,139
יד בנימין,577,2020-05-24,<15,<15,0,151,139
יד בנימין,577,2020-05-25,<15,<15,0,152,140
יד בנימין,577,2020-05-26,<15,<15,0,154,142
יד בנימין,577,2020-05-27,<15,<15,0,159,147
יד בנימין,577,2020-05-28,<15,<15,0,160,148
יד בנימין,577,2020-05-29,<15,<15,0,160,148
יד בנימין,577,2020-05-30,<15,<15,0,160,148
יד בנימין,577,2020-05-31,<15,<15,0,163,151
יד בנימין,577,2020-06-01,<15,<15,0,167,155
יד בנימין,577,2020-06-02,<15,<15,0,168,156
יד בנימין,577,2020-06-03,<15,<15,0,174,162
יד בנימין,577,2020-06-04,<15,<15,0,183,171
יד בנימין,577,2020-06-05,<15,<15,0,190,178
יד בנימין,577,2020-06-06,<15,<15,0,204,192
יד בנימין,577,2020-06-07,<15,<15,0,218,206
יד בנימין,577,2020-06-08,<15,<15,0,225,213
יד בנימין,577,2020-06-09,<15,<15,0,231,219
יד בנימין,577,2020-06-10,<15,<15,0,239,227
יד בנימין,577,2020-06-11,<15,<15,0,243,231
יד בנימין,577,2020-06-12,<15,<15,0,247,235
יד בנימין,577,2020-06-13,<15,<15,0,247,235
יד בנימין,577,2020-06-14,<15,<15,0,249,237
יד בנימין,577,2020-06-15,<15,<15,0,256,244
יד בנימין,577,2020-06-16,<15,<15,0,258,246
יד בנימין,577,2020-06-17,<15,<15,0,260,248
יד בנימין,577,2020-06-18,<15,<15,0,264,252
יד בנימין,577,2020-06-19,<15,<15,0,269,257
יד בנימין,577,2020-06-20,<15,<15,0,271,259
יד בנימין,577,2020-06-21,<15,<15,0,276,264
יד בנימין,577,2020-06-22,<15,<15,0,280,268
יד בנימין,577,2020-06-23,<15,<15,0,283,271
יד בנימין,577,2020-06-24,<15,<15,0,290,278
יד בנימין,577,2020-06-25,<15,<15,0,290,278
יד בנימין,577,2020-06-26,<15,<15,0,307,294
יד בנימין,577,2020-06-27,<15,<15,0,309,296
יד בנימין,577,2020-06-28,<15,<15,0,320,307
יד בנימין,577,2020-06-29,15,<15,0,389,376
יד בנימין,577,2020-06-30,19,<15,0,501,488
יד בנימין,577,2020-07-01,20,<15,0,517,504
יד בנימין,577,2020-07-02,20,<15,0,632,617
יד בנימין,577,2020-07-03,20,<15,0,668,653
יד בנימין,577,2020-07-04,21,<15,0,681,666
יד בנימין,577,2020-07-05,21,<15,0,702,686
יד בנימין,577,2020-07-06,21,<15,0,709,691
יד בנימין,577,2020-07-07,21,<15,0,748,729
יד בנימין,577,2020-07-08,21,<15,0,807,788
יד בנימין,577,2020-07-09,22,<15,0,823,800
יד בנימין,577,2020-07-10,22,<15,0,838,809
יד בנימין,577,2020-07-11,23,<15,0,851,820
יד בנימין,577,2020-07-12,23,<15,0,861,829
יד בנימין,577,2020-07-13,23,<15,0,875,841
יד בנימין,577,2020-07-14,23,<15,0,901,864
יד בנימין,577,2020-07-15,25,<15,0,938,895
יד בנימין,577,2020-07-16,28,<15,0,949,906
יד בנימין,577,2020-07-17,28,<15,0,959,913
יד בנימין,577,2020-07-18,30,<15,0,980,930
יד בנימין,577,2020-07-19,30,<15,0,985,935
יד בנימין,577,2020-07-20,30,<15,0,1004,952
יד בנימין,577,2020-07-21,31,<15,0,1013,960
יד בנימין,577,2020-07-22,31,16,0,1031,973
יד בנימין,577,2020-07-23,32,17,0,1047,989
יד בנימין,577,2020-07-24,32,19,0,1051,993
יד בנימין,577,2020-07-25,32,19,0,1053,994
יד בנימין,577,2020-07-26,32,20,0,1056,997
יד בנימין,577,2020-07-27,34,21,0,1064,1004
יד בנימין,577,2020-07-28,36,24,0,1072,1011
יד בנימין,577,2020-07-29,37,25,0,1082,1021
יד בנימין,577,2020-07-30,38,25,0,1089,1028
יד בנימין,577,2020-07-31,38,25,0,1093,1032
יד בנימין,577,2020-08-01,41,26,0,1104,1043
יד בנימין,577,2020-08-02,41,26,0,1105,1044
יד בנימין,577,2020-08-03,42,26,0,1114,1053
יד בנימין,577,2020-08-04,43,26,0,1121,1060
יד בנימין,577,2020-08-05,44,28,0,1127,1066
יד בנימין,577,2020-08-06,44,29,0,1127,1066
יד בנימין,577,2020-08-07,44,31,0,1134,1073
יד בנימין,577,2020-08-08,44,31,0,1134,1073
יד בנימין,577,2020-08-09,44,36,0,1135,1074
יד בנימין,577,2020-08-10,44,36,0,1136,1075
יד בנימין,577,2020-08-11,44,36,0,1139,1078
יד בנימין,577,2020-08-12,45,37,0,1149,1088
יד בנימין,577,2020-08-13,45,37,0,1154,1092
יד בנימין,577,2020-08-14,45,37,0,1154,1092
יד בנימין,577,2020-08-15,45,37,0,1154,1092
יד בנימין,577,2020-08-16,46,37,0,1157,1094
יד בנימין,577,2020-08-17,47,37,0,1166,1103
יד בנימין,577,2020-08-18,48,37,0,1182,1119
יד בנימין,577,2020-08-19,48,38,0,1187,1124
יד בנימין,577,2020-08-20,48,38,0,1194,1130
יד בנימין,577,2020-08-21,48,38,0,1198,1134
יד בנימין,577,2020-08-22,48,38,0,1204,1140
יד בנימין,577,2020-08-23,49,39,0,1205,1141
יד בנימין,577,2020-08-24,54,39,0,1221,1156
יד בנימין,577,2020-08-25,55,40,0,1237,1172
יד בנימין,577,2020-08-26,58,41,0,1248,1183
יד בנימין,577,2020-08-27,61,41,0,1264,1199
יד בנימין,577,2020-08-28,61,41,0,1267,1202
יד בנימין,577,2020-08-29,62,41,0,1269,1204
יד בנימין,577,2020-08-30,62,43,0,1270,1204
יד בנימין,577,2020-08-31,62,44,0,1282,1216
יד בנימין,577,2020-09-01,63,45,0,1288,1222
יד בנימין,577,2020-09-02,64,50,0,1292,1225
יד בנימין,577,2020-09-03,65,51,0,1302,1234
יד בנימין,577,2020-09-04,65,55,0,1303,1235
יד בנימין,577,2020-09-05,69,55,<15,1311,1243
יד בנימין,577,2020-09-06,69,55,<15,1315,1247
יד בנימין,577,2020-09-07,70,55,<15,1343,1275
יד בנימין,577,2020-09-08,71,56,<15,1354,1285
יד בנימין,577,2020-09-09,72,56,<15,1370,1301
יד בנימין,577,2020-09-10,78,57,<15,1398,1329
יד בנימין,577,2020-09-11,83,60,<15,1424,1355
יד בנימין,577,2020-09-12,84,60,<15,1442,1373
יד בנימין,577,2020-09-13,86,61,<15,1461,1392
יד בנימין,577,2020-09-14,86,62,<15,1483,1414
יד בנימין,577,2020-09-15,90,62,<15,1525,1456
יד בנימין,577,2020-09-16,97,62,<15,1559,1489
יד בנימין,577,2020-09-17,101,64,<15,1589,1519
יד בנימין,577,2020-09-18,106,65,<15,1622,1552
יד בנימין,577,2020-09-19,108,66,<15,1644,1574
יד בנימין,577,2020-09-20,109,66,<15,1658,1588
יד בנימין,577,2020-09-21,110,71,<15,1665,1595
יד בנימין,577,2020-09-22,110,74,<15,1682,1611
יד בנימין,577,2020-09-23,115,76,<15,1707,1636
יד בנימין,577,2020-09-24,120,84,<15,1730,1658
יד בנימין,577,2020-09-25,123,91,<15,1759,1687
יד בנימין,577,2020-09-26,126,92,<15,1791,1718
יד בנימין,577,2020-09-27,127,95,<15,1798,1725
יד בנימין,577,2020-09-28,128,98,<15,1801,1728
יד בנימין,577,2020-09-29,131,100,<15,1817,1744
יד בנימין,577,2020-09-30,145,102,<15,1863,1790
יד בנימין,577,2020-10-01,156,106,<15,1903,1830
יד בנימין,577,2020-10-02,161,107,<15,1947,1874
יד בנימין,577,2020-10-03,162,111,<15,1956,1882
יד בנימין,577,2020-10-04,166,119,<15,1970,1896
יד בנימין,577,2020-10-05,171,121,<15,1996,1921
יד בנימין,577,2020-10-06,182,127,<15,2040,1965
יד בנימין,577,2020-10-07,183,129,<15,2052,1977
יד בנימין,577,2020-10-08,186,134,<15,2070,1995
יד בנימין,577,2020-10-09,188,138,<15,2086,2011
יד בנימין,577,2020-10-10,190,141,<15,2093,2018
יד בנימין,577,2020-10-11,191,150,<15,2104,2029
יד בנימין,577,2020-10-12,191,155,<15,2128,2050
יד בנימין,577,2020-10-13,192,160,<15,2141,2063
יד בנימין,577,2020-10-14,193,167,<15,2148,2070
יד בנימין,577,2020-10-15,193,173,<15,2159,2080
יד בנימין,577,2020-10-16,193,179,<15,2163,2084
יד בנימין,577,2020-10-17,194,180,<15,2166,2087
יד בנימין,577,2020-10-18,194,182,<15,2174,2095
יד בנימין,577,2020-10-19,194,185,<15,2187,2106
יד בנימין,577,2020-10-20,194,186,<15,2196,2115
יד בנימין,577,2020-10-21,194,187,<15,2202,2121
יד בנימין,577,2020-10-22,194,188,<15,2221,2140
יד בנימין,577,2020-10-23,194,190,<15,2239,2158
יד בנימין,577,2020-10-24,194,191,<15,2247,2166
יד בנימין,577,2020-10-25,194,191,<15,2260,2179
יד בנימין,577,2020-10-26,194,191,<15,2300,2218
יד בנימין,577,2020-10-27,194,191,<15,2317,2235
יד בנימין,577,2020-10-28,194,191,<15,2335,2253
יד בנימין,577,2020-10-29,194,191,<15,2356,2274
יד בנימין,577,2020-10-30,194,191,<15,2374,2292
יד בנימין,577,2020-10-31,194,191,<15,2374,2292
יד בנימין,577,2020-11-01,194,192,<15,2395,2313
יד בנימין,577,2020-11-02,196,192,<15,2414,2332
יד בנימין,577,2020-11-03,196,192,<15,2441,2359
יד בנימין,577,2020-11-04,196,193,<15,2458,2376
יד בנימין,577,2020-11-05,196,193,<15,2486,2403
יד בנימין,577,2020-11-06,196,193,<15,2523,2439
יד בנימין,577,2020-11-07,196,193,<15,2531,2447
יד בנימין,577,2020-11-08,196,193,<15,2540,2456
יד בנימין,577,2020-11-09,196,193,<15,2554,2469
יד בנימין,577,2020-11-10,196,193,<15,2638,2553
יד בנימין,577,2020-11-11,196,193,<15,2704,2617
יד בנימין,577,2020-11-12,196,195,<15,2787,2698
יד בנימין,577,2020-11-13,196,195,<15,2804,2715
יד בנימין,577,2020-11-14,196,195,<15,2806,2717
יד בנימין,577,2020-11-15,196,195,<15,2825,2736
יד בנימין,577,2020-11-16,196,195,<15,2849,2760
יד בנימין,577,2020-11-17,196,195,<15,2906,2815
יד בנימין,577,2020-11-18,196,195,<15,2937,2846
יד בנימין,577,2020-11-19,196,195,<15,3014,2923
יד בנימין,577,2020-11-20,196,195,<15,3042,2951
יד בנימין,577,2020-11-21,196,195,<15,3063,2971
יד בנימין,577,2020-11-22,196,195,<15,3076,2984
יד בנימין,577,2020-11-23,196,195,<15,3086,2994
יד בנימין,577,2020-11-24,196,195,<15,3157,3063
